filename,abs_angle,augmented,actual_words,detected_words,error
page9_angle_-45.jpg,45,No,121,113,8
page9_angle_-45_aug2.jpg,45,Yes,121,112,9
page9_angle_45.jpg,45,No,121,109,12
page9_angle_45_aug3.jpg,45,Yes,121,111,10
page10_angle_-50.jpg,50,No,121,114,7
page10_angle_-50_aug2.jpg,50,Yes,121,114,7
page10_angle_50.jpg,50,No,121,114,7
page10_angle_50_aug1.jpg,50,Yes,121,115,6
page10_angle_50_aug2.jpg,50,Yes,121,114,7
page11_angle_-50.jpg,50,No,124,121,3
page11_angle_-50_aug1.jpg,50,Yes,124,122,2
page11_angle_-50_aug2.jpg,50,Yes,124,118,6
page11_angle_-50_aug3.jpg,50,Yes,124,122,2
page11_angle_50.jpg,50,No,124,119,5
page11_angle_50_aug1.jpg,50,Yes,124,118,6
page11_angle_50_aug2.jpg,50,Yes,124,120,4
page11_angle_50_aug3.jpg,50,Yes,124,121,3
page1_angle_-50.jpg,50,No,124,129,5
page1_angle_-50_aug1.jpg,50,Yes,124,132,8
page1_angle_-50_aug2.jpg,50,Yes,124,128,4
page1_angle_50.jpg,50,No,124,130,6
page1_angle_50_aug2.jpg,50,Yes,124,132,8
page1_angle_50_aug3.jpg,50,Yes,124,131,7
page2_angle_-50.jpg,50,No,124,119,5
page2_angle_-50_aug1.jpg,50,Yes,124,120,4
page2_angle_-50_aug3.jpg,50,Yes,124,119,5
page2_angle_50.jpg,50,No,124,118,6
page2_angle_50_aug2.jpg,50,Yes,124,120,4
page3_angle_-50.jpg,50,No,126,127,1
page3_angle_-50_aug1.jpg,50,Yes,126,128,2
page3_angle_-50_aug2.jpg,50,Yes,126,136,10
page3_angle_50.jpg,50,No,126,127,1
page3_angle_50_aug1.jpg,50,Yes,126,127,1
page4_angle_-50.jpg,50,No,125,126,1
page4_angle_-50_aug1.jpg,50,Yes,125,131,6
page4_angle_50.jpg,50,No,125,126,1
page4_angle_50_aug2.jpg,50,Yes,125,139,14
page5_angle_-50.jpg,50,No,122,119,3
page5_angle_-50_aug1.jpg,50,Yes,122,116,6
page5_angle_50.jpg,50,No,122,119,3
page6_angle_-50.jpg,50,No,126,128,2
page6_angle_-50_aug1.jpg,50,Yes,126,128,2
page6_angle_50.jpg,50,No,126,129,3
page6_angle_50_aug3.jpg,50,Yes,126,138,12
page7_angle_-50.jpg,50,No,122,111,11
page7_angle_-50_aug1.jpg,50,Yes,122,111,11
page7_angle_-50_aug2.jpg,50,Yes,122,108,14
page7_angle_-50_aug3.jpg,50,Yes,122,110,12
page7_angle_50.jpg,50,No,122,109,13
page8_angle_-50.jpg,50,No,121,115,6
page8_angle_-50_aug3.jpg,50,Yes,121,116,5
page8_angle_50.jpg,50,No,121,114,7
page8_angle_50_aug2.jpg,50,Yes,121,117,4
page9_angle_-50.jpg,50,No,121,109,12
page9_angle_-50_aug1.jpg,50,Yes,121,112,9
page9_angle_-50_aug3.jpg,50,Yes,121,131,10
page9_angle_50.jpg,50,No,121,109,12
page9_angle_50_aug1.jpg,50,Yes,121,116,5
page9_angle_50_aug2.jpg,50,Yes,121,116,5
page9_angle_50_aug3.jpg,50,Yes,121,123,2
page10_angle_-55.jpg,55,No,121,113,8
page10_angle_-55_aug2.jpg,55,Yes,121,115,6
page10_angle_55.jpg,55,No,121,114,7
page10_angle_55_aug1.jpg,55,Yes,121,114,7
page10_angle_55_aug3.jpg,55,Yes,121,114,7
page11_angle_-55.jpg,55,No,124,120,4
page11_angle_-55_aug2.jpg,55,Yes,124,121,3
page11_angle_-55_aug3.jpg,55,Yes,124,155,31
page11_angle_55.jpg,55,No,124,118,6
page11_angle_55_aug2.jpg,55,Yes,124,124,0
page1_angle_-55.jpg,55,No,124,129,5
page1_angle_-55_aug1.jpg,55,Yes,124,131,7
page1_angle_-55_aug3.jpg,55,Yes,124,130,6
page1_angle_55.jpg,55,No,124,128,4
page2_angle_-55.jpg,55,No,124,118,6
page2_angle_55.jpg,55,No,124,120,4
page2_angle_55_aug2.jpg,55,Yes,124,122,2
page3_angle_-55.jpg,55,No,126,125,1
page3_angle_-55_aug3.jpg,55,Yes,126,126,0
page3_angle_55.jpg,55,No,126,124,2
page3_angle_55_aug1.jpg,55,Yes,126,131,5
page3_angle_55_aug2.jpg,55,Yes,126,125,1
page3_angle_55_aug3.jpg,55,Yes,126,128,2
page4_angle_-55.jpg,55,No,125,126,1
page4_angle_-55_aug2.jpg,55,Yes,125,129,4
page4_angle_-55_aug3.jpg,55,Yes,125,125,0
page4_angle_55.jpg,55,No,125,125,0
page4_angle_55_aug3.jpg,55,Yes,125,126,1
page5_angle_-55.jpg,55,No,122,119,3
page5_angle_-55_aug1.jpg,55,Yes,122,117,5
page5_angle_55.jpg,55,No,122,119,3
page5_angle_55_aug3.jpg,55,Yes,122,119,3
page6_angle_-55.jpg,55,No,126,131,5
page6_angle_55.jpg,55,No,126,127,1
page6_angle_55_aug1.jpg,55,Yes,126,127,1
page6_angle_55_aug2.jpg,55,Yes,126,126,0
page6_angle_55_aug3.jpg,55,Yes,126,127,1
page7_angle_-55.jpg,55,No,122,108,14
page7_angle_55.jpg,55,No,122,111,11
page7_angle_55_aug1.jpg,55,Yes,122,109,13
page7_angle_55_aug2.jpg,55,Yes,122,108,14
page8_angle_-55.jpg,55,No,121,113,8
page8_angle_-55_aug2.jpg,55,Yes,121,116,5
page8_angle_-55_aug3.jpg,55,Yes,121,115,6
page8_angle_55.jpg,55,No,121,114,7
page8_angle_55_aug1.jpg,55,Yes,121,110,11
page8_angle_55_aug3.jpg,55,Yes,121,114,7
page9_angle_-55.jpg,55,No,121,109,12
page9_angle_-55_aug2.jpg,55,Yes,121,114,7
page9_angle_-55_aug3.jpg,55,Yes,121,114,7
page9_angle_55.jpg,55,No,121,109,12
page9_angle_55_aug1.jpg,55,Yes,121,116,5
page9_angle_55_aug2.jpg,55,Yes,121,112,9
page9_angle_55_aug3.jpg,55,Yes,121,117,4
page10_angle_-60.jpg,60,No,121,114,7
page10_angle_-60_aug2.jpg,60,Yes,121,127,6
page10_angle_60.jpg,60,No,121,114,7
page11_angle_-60.jpg,60,No,124,122,2
page11_angle_-60_aug1.jpg,60,Yes,124,125,1
page11_angle_60.jpg,60,No,124,121,3
page11_angle_60_aug3.jpg,60,Yes,124,123,1
page1_angle_-60.jpg,60,No,124,129,5
page1_angle_-60_aug2.jpg,60,Yes,124,134,10
page1_angle_-60_aug3.jpg,60,Yes,124,135,11
page1_angle_60.jpg,60,No,124,127,3
page1_angle_60_aug1.jpg,60,Yes,124,142,18
page2_angle_-60.jpg,60,No,124,118,6
page2_angle_-60_aug1.jpg,60,Yes,124,129,5
page2_angle_-60_aug3.jpg,60,Yes,124,123,1
page2_angle_60.jpg,60,No,124,119,5
page3_angle_-60.jpg,60,No,126,128,2
page3_angle_60.jpg,60,No,126,128,2
page3_angle_60_aug1.jpg,60,Yes,126,129,3
page3_angle_60_aug2.jpg,60,Yes,126,127,1
page4_angle_-60.jpg,60,No,125,125,0
page4_angle_60.jpg,60,No,125,125,0
page5_angle_-60.jpg,60,No,122,118,4
page5_angle_-60_aug1.jpg,60,Yes,122,116,6
page5_angle_60.jpg,60,No,122,119,3
page5_angle_60_aug1.jpg,60,Yes,122,123,1
page5_angle_60_aug3.jpg,60,Yes,122,122,0
page6_angle_-60.jpg,60,No,126,129,3
page6_angle_-60_aug3.jpg,60,Yes,126,132,6
page6_angle_60.jpg,60,No,126,130,4
page6_angle_60_aug1.jpg,60,Yes,126,129,3
page6_angle_60_aug2.jpg,60,Yes,126,125,1
page7_angle_-60.jpg,60,No,122,112,10
page7_angle_-60_aug2.jpg,60,Yes,122,110,12
page7_angle_-60_aug3.jpg,60,Yes,122,108,14
page7_angle_60.jpg,60,No,122,107,15
page7_angle_60_aug1.jpg,60,Yes,122,113,9
page7_angle_60_aug2.jpg,60,Yes,122,113,9
page8_angle_-60.jpg,60,No,121,114,7
page8_angle_-60_aug1.jpg,60,Yes,121,112,9
page8_angle_-60_aug2.jpg,60,Yes,121,115,6
page8_angle_60.jpg,60,No,121,109,12
page8_angle_60_aug1.jpg,60,Yes,121,113,8
page9_angle_-60.jpg,60,No,121,109,12
page9_angle_-60_aug2.jpg,60,Yes,121,115,6
page9_angle_-60_aug3.jpg,60,Yes,121,111,10
page9_angle_60.jpg,60,No,121,113,8
page9_angle_60_aug1.jpg,60,Yes,121,121,0
page9_angle_60_aug3.jpg,60,Yes,121,120,1
page10_angle_-65.jpg,65,No,121,114,7
page10_angle_-65_aug1.jpg,65,Yes,121,117,4
page10_angle_-65_aug2.jpg,65,Yes,121,118,3
page10_angle_65.jpg,65,No,121,116,5
page11_angle_-65.jpg,65,No,124,120,4
page11_angle_-65_aug2.jpg,65,Yes,124,123,1
page11_angle_65.jpg,65,No,124,120,4
page11_angle_65_aug1.jpg,65,Yes,124,130,6
page11_angle_65_aug3.jpg,65,Yes,124,137,13
page1_angle_-65.jpg,65,No,124,127,3
page1_angle_-65_aug1.jpg,65,Yes,124,131,7
page1_angle_-65_aug2.jpg,65,Yes,124,127,3
page1_angle_65.jpg,65,No,124,129,5
page1_angle_65_aug1.jpg,65,Yes,124,139,15
page2_angle_-65.jpg,65,No,124,117,7
page2_angle_-65_aug2.jpg,65,Yes,124,127,3
page2_angle_-65_aug3.jpg,65,Yes,124,125,1
page2_angle_65.jpg,65,No,124,120,4
page2_angle_65_aug1.jpg,65,Yes,124,136,12
page2_angle_65_aug2.jpg,65,Yes,124,118,6
page2_angle_65_aug3.jpg,65,Yes,124,119,5
page3_angle_-65.jpg,65,No,126,128,2
page3_angle_65.jpg,65,No,126,126,0
page3_angle_65_aug1.jpg,65,Yes,126,133,7
page3_angle_65_aug2.jpg,65,Yes,126,126,0
page4_angle_-65.jpg,65,No,125,126,1
page4_angle_65.jpg,65,No,125,128,3
page4_angle_65_aug2.jpg,65,Yes,125,133,8
page4_angle_65_aug3.jpg,65,Yes,125,141,16
page5_angle_-65.jpg,65,No,122,119,3
page5_angle_-65_aug3.jpg,65,Yes,122,119,3
page5_angle_65.jpg,65,No,122,117,5
page5_angle_65_aug3.jpg,65,Yes,122,116,6
page6_angle_-65.jpg,65,No,126,130,4
page6_angle_65.jpg,65,No,126,130,4
page6_angle_65_aug2.jpg,65,Yes,126,130,4
page7_angle_-65.jpg,65,No,122,110,12
page7_angle_-65_aug1.jpg,65,Yes,122,111,11
page7_angle_-65_aug2.jpg,65,Yes,122,111,11
page7_angle_-65_aug3.jpg,65,Yes,122,110,12
page7_angle_65.jpg,65,No,122,107,15
page7_angle_65_aug1.jpg,65,Yes,122,108,14
page7_angle_65_aug3.jpg,65,Yes,122,114,8
page8_angle_-65.jpg,65,No,121,113,8
page8_angle_-65_aug2.jpg,65,Yes,121,109,12
page8_angle_65.jpg,65,No,121,113,8
page8_angle_65_aug2.jpg,65,Yes,121,123,2
page9_angle_-65.jpg,65,No,121,110,11
page9_angle_-65_aug1.jpg,65,Yes,121,110,11
page9_angle_-65_aug2.jpg,65,Yes,121,117,4
page9_angle_65.jpg,65,No,121,110,11
page9_angle_65_aug1.jpg,65,Yes,121,115,6
page9_angle_65_aug2.jpg,65,Yes,121,112,9
1.jpg,0,No,124,132,8
10.jpg,0,No,121,115,6
11.jpg,0,No,124,120,4
2.jpg,0,No,124,119,5
3.jpg,0,No,126,131,5
4.jpg,0,No,125,129,4
5.jpg,0,No,122,117,5
6.jpg,0,No,126,128,2
7.jpg,0,No,122,108,14
8.jpg,0,No,121,116,5
9.jpg,0,No,121,111,10

=== ANGLE-WISE SUMMARY ===
Group,,,Total Actual,Total Detected,Accuracy
--- 0_10_degree Overall ---,,,9373,9222,94.74%
--- 10_20_degree Overall ---,,,14305,14021,95.36%
--- 20_30_degree Overall ---,,,13181,12834,94.86%
--- 30_40_degree Overall ---,,,14796,14449,95.24%
--- 40_50_degree Overall ---,,,13806,13590,95.09%
--- 50_60_degree Overall ---,,,13555,13278,95.3%
--- 60_70_degree Overall ---,,,12558,12337,95.01%
--- original Overall ---,,,1356,1326,94.99%
