filename,abs_angle,augmented,actual_words,detected_words,error
page5_angle_45.jpg,45,No,122,119,3
page5_angle_45_aug1.jpg,45,Yes,122,117,5
page6_angle_-45.jpg,45,No,126,128,2
page6_angle_-45_aug3.jpg,45,Yes,126,130,4
page6_angle_45.jpg,45,No,126,130,4
page7_angle_-45.jpg,45,No,122,108,14
page7_angle_-45_aug1.jpg,45,Yes,122,207,85
page7_angle_45.jpg,45,No,122,107,15
page7_angle_45_aug1.jpg,45,Yes,122,110,12
page7_angle_45_aug2.jpg,45,Yes,122,107,15
page7_angle_45_aug3.jpg,45,Yes,122,107,15
page8_angle_-45.jpg,45,No,121,113,8
page8_angle_-45_aug2.jpg,45,Yes,121,114,7
page8_angle_45.jpg,45,No,121,115,6
page8_angle_45_aug3.jpg,45,Yes,121,119,2
